Pesel;Numer_preferencji;Id_przedszkola
p09290501066;1;17
p09290501066;2;53
p09290501066;3;2
p08272105344;1;56
p08272105344;2;76
p08310800415;1;21
p08212702019;1;39
p09251703289;1;61
p09251703289;2;57
p09212011200;1;38
p09212011200;2;40
p07250201302;1;33
p08310201568;1;49
p09231805361;1;2
p09231805361;2;60
p09231805361;3;57
p06260111326;1;39
p09281706810;1;44
p09281706810;2;48
p09242100657;1;25
p09242100657;2;38
p09242100657;3;40
p09290703970;1;2
p09290703970;2;17
p09320105440;1;5
p09320105440;2;10
p09320105440;3;39
p09280302970;1;22
p09280302970;2;61
p09280302970;3;66
p07311005485;1;25
p09322103910;1;52
p09322103910;2;59
p09291405321;1;39
p09291405321;2;76
p09291405321;3;49
p07270700360;1;31
p07300607274;1;39
p07300607274;2;76
p07300607274;3;49
p07281200969;1;37
p09211509225;1;22
p09211509225;2;17
p09211509225;3;2
p09321607088;1;61
p09321607088;2;23
p09321607088;3;55
p09251509618;1;51
p09251509618;2;33
p07211400409;1;43
p07211400409;2;40
p09321401422;1;40
p09321401422;2;40
p09321401422;3;25
p09252710615;1;3
p09252710615;2;10
p09252710615;3;46
p07312002450;1;55
p06320804058;1;60
p09252710578;1;3
p09252710578;2;10
p09252710578;3;46
p09241403638;1;46
p09241403638;2;25
p09241403638;3;43
p09322501336;1;59
p07212007834;1;4
p07212007834;2;33
p07222200306;1;6
p09301303371;1;60
p09301303371;2;56
p09301303371;3;76
p08232001714;1;39
p09242307047;1;60
p09242307047;2;76
p09242307047;3;56
p09260703816;1;22
p09212402206;1;76
p09212402206;2;39
p09212402206;3;59
p09240603954;1;39
p09240603954;2;5
p09240603954;3;10
p09301400528;1;52
p09301400528;2;25
p09301400528;3;40
p09292909312;1;64
p09292909312;2;46
p09292909312;3;4
p08220701431;1;50
p09302106409;1;46
p09302106409;2;47
p09302106409;3;39
p09282704084;1;23
p09282704084;2;26
p07282101443;1;47
p09272509084;1;21
p09272509084;2;10
p09272509084;3;5
p07262602621;1;43
p07262602621;2;64
p07262602621;3;40
p09221501105;1;66
p09221501105;2;57
p09221501105;3;61
p09220606108;1;61
p09220606108;2;23
p09220606108;3;57
p06311803192;1;61
p09272103172;1;52
p09272103172;2;44
p09272103172;3;37
p07250809753;1;43
p09291410138;1;26
p09291410138;2;23
p09291410138;3;61
p08321304438;1;59
p08211600752;1;76
p08211600752;2;2
p08211600752;3;56
p09290703499;1;40
p09290703499;2;40
p09290703499;3;48
p08282001818;1;53
p09241207508;1;23
p09241207508;2;22
p09262106341;1;3
p09262106341;2;76
p09262106341;3;39
p09281104236;1;48
p09281104236;2;44
p09271010503;1;50
p09271010503;2;48
p09271010503;3;31
p06261102323;1;56
p08272207572;1;3
p08272207572;2;76
p08272207572;3;56
p09300807371;1;46
p09300807371;2;43
p09303005127;1;60
p09303005127;2;56
p09303005127;3;76
p09303009855;1;21
p09303009855;2;51
p08281502693;1;5
p08311907241;1;21
p08311907241;2;51
p06280203539;1;44
p09261602039;1;21
p08260600970;1;51
p09222003033;1;42
p09320809412;1;48
p09320809412;2;44
p08251303468;1;61
p07260100725;1;6
p09213000304;1;57
p09212509149;1;4
p09212509149;2;64
p09212509149;3;50
p07242904769;1;20
p09240504026;1;20
p09240504026;2;34
p09240504026;3;23
p09291801431;1;23
p09291801431;2;61
p06311302707;1;44
p07281901082;1;46
p09252808068;1;76
p09252808068;2;60
p09252808068;3;56
p07242502271;1;48
p07272300773;1;22
p08301100216;1;46
p09310804911;1;60
p09310804911;2;56
p09310804911;3;66
p07241600109;1;39
p08292601026;1;57
p07231001343;1;50
p08252500185;1;42
p08242001104;1;56
p08242001104;2;76
p08242001104;3;3
p09250409384;1;40
p09250409384;2;40
p09250409384;3;38
p07272500425;1;76
p07272500425;2;39
p07272500425;3;5
p07222301540;1;31
p06292407017;1;13
p09251908752;1;60
p09251908752;2;32
p09251908752;3;56
p09241107358;1;13
p09241107358;2;34
p09241107358;3;34
p06262601432;1;3
p09240204483;1;5
p09240204483;2;10
p09240204483;3;39
p09303103160;1;39
p09303103160;2;10
p09303103160;3;3
p09222607794;1;53
p06232201646;1;1
p06250101339;1;31
p09251206768;1;31
p07322701411;1;49
p07322701411;2;56
p07211803936;1;76
p07211803936;2;39
p07211803936;3;3
p09282902185;1;35
p09322605320;1;60
p09322605320;2;56
p09322605320;3;76
p09261504522;1;66
p09231803291;1;43
p09231803291;2;25
p09231803291;3;37
p09290902867;1;66
p09290902867;2;26
p09290902867;3;61
p08211000347;1;55
p09320300548;1;6
p09320300548;2;32
p09320300548;3;49
p09280504242;1;33
p09280504242;2;51
p07290504751;1;39
p07290504751;2;56
p07290504751;3;5
p09300902847;1;35
p08272807246;1;43
p08272807246;2;37
p08272807246;3;4
p09212103398;1;66
p09212103398;2;61
p09212103398;3;57
p09250809078;1;55
p09250809078;2;76
p09250809078;3;3
p08231504218;1;76
p08231504218;2;3
p08231504218;3;56
p08241302985;1;76
p08210702837;1;5
p09292808321;1;25
p09292808321;2;38
p09292808321;3;40
p08300100446;1;57
p07230701206;1;21
p08210602847;1;37
p09233003743;1;61
p09233003743;2;2
p09233003743;3;57
p07301006089;1;76
p09292809414;1;26
p09292809414;2;17
p09292809414;3;61
p09250806495;1;31
p09250806495;2;59
p09243005371;1;55
p09243005371;2;66
p09243005371;3;20
p09280803310;1;40
p09280803310;2;38
p09280803310;3;44
p08313001653;1;40
p08313001653;2;43
p08313001653;3;37
p09210200172;1;3
p09210200172;2;76
p09210200172;3;56
p09272701745;1;76
p09272701745;2;60
p08233101802;1;4
p09260914036;1;32
p08272005446;1;76
p08272005446;2;56
p08262103945;1;59
p08252609129;1;26
p09311204284;1;59
p09240111158;1;2
p09240111158;2;17
p09240111158;3;61
p09261101811;1;56
p09261101811;2;60
p09261101811;3;76
p08262001311;1;23
p07303010886;1;25
p08272205624;1;59
p08272205624;2;76
p09312306527;1;60
p09312306527;2;56
p09312306527;3;76
p09322806042;1;66
p09322806042;2;61
p09322806042;3;17
p06320205880;1;2
p09221901387;1;66
p08213105118;1;42
p07220402588;1;60
p09290600772;1;10
p09290600772;2;39
p09290600772;3;3
p09262407886;1;25
p09262407886;2;37
p09262407886;3;46
p09242608780;1;76
p09242608780;2;60
p09242608780;3;56
p09261807861;1;39
p09261807861;2;21
p08262304087;1;57
p09310500954;1;47
p09310500954;2;50
p09230202541;1;59
p09230202541;2;9
p09270503134;1;22
p09270503134;2;20
p09270503134;3;35
p07252403900;1;46
p09282003299;1;66
p09282003299;2;57
p09282003299;3;23
p09270703671;1;31
p09270703671;2;52
p08251003849;1;26
p09250202420;1;56
p09250202420;2;60
p09250202420;3;76
p06272401811;1;56
p09302400671;1;51
p09302400671;2;33
p08291904496;1;10
p08231707543;1;56
p09252506768;1;6
p09252506768;2;76
p09252506768;3;60
p07252204952;1;26
p08242901473;1;21
p08211401452;1;44
p09320200961;1;47
p06272701010;1;64
p08262602796;1;56
p06310802215;1;42
p09310101902;1;55
p09302502366;1;14
p08270300796;1;22
p09261802798;1;20
p09261802798;2;34
p09261802798;3;66
p09221608888;1;76
p09221608888;2;56
p09221608888;3;60
p09260208328;1;64
p09260208328;2;4
p09260208328;3;46
p07260602418;1;34
p09292502287;1;4
p09292502287;2;56
p09292502287;3;39
p09261201696;1;10
p09261201696;2;39
p09261201696;3;5
p09251208517;1;39
p09283004237;1;47
p09252602396;1;56
p09252602396;2;76
p09252602396;3;60
p09232108258;1;60
p09232108258;2;56
p09232108258;3;76
p09321608980;1;39
p09321608980;2;5
p09221602639;1;25
p09221602639;2;43
p09250902375;1;48
p09250902375;2;44
p09252004600;1;5
p09252004600;2;39
p09252004600;3;76
p09302906115;1;10
p09302906115;2;21
p09302906115;3;40
p09302004608;1;61
p09302004608;2;17
p09302004608;3;2
p08300302848;1;59
p08300302848;2;52
p08300302848;3;37
p09230404486;1;60
p09230404486;2;76
p09230404486;3;56
p09260908143;1;49
p09260908143;2;32
p09260908143;3;6
p07271801077;1;4
p06240600356;1;21
p08292701702;1;59
p08292701702;2;47
p08292701702;3;3
p08252200719;1;46
p09213008807;1;57
p09213008807;2;61
p09213008807;3;66
p07302506472;1;48
p07302506472;2;9
p09281603926;1;60
p09281603926;2;56
p09281603926;3;76
p09280307616;1;48
p09280307616;2;9
p09280307616;3;44
p08312405724;1;2
p08321501798;1;48
p08321501798;2;40
p08321501798;3;37
p09290600949;1;10
p08241110012;1;32
p08321200048;1;23
p08321200048;2;20
p07231510661;1;56
p07231510661;2;76
p09292403090;1;39
p09292403090;2;10
p09292403090;3;5
p08292500080;1;64
p09311204147;1;17
p09311204147;2;2
p09311204147;3;64
p09281600787;1;51
p09210304197;1;35
p09210304197;2;23
p08280203137;1;32
p09251704976;1;46
p09251704976;2;50
p09251704976;3;37
p09310906026;1;76
p09310906026;2;32
p08281403505;1;76
p08281403505;2;32
p08322208175;1;14
p09252804934;1;61
p07302503721;1;43
p07302503721;2;64
p09311303440;1;66
p09311303440;2;53
p09311303440;3;57
p09281805533;1;44
p09281805533;2;48
p08232304664;1;45
p07302300557;1;49
p08262304001;1;76
p06250600128;1;76
p09323004685;1;60
p09323004685;2;76
p09323004685;3;56
p08310503745;1;56
p08310503745;2;76
p06261203031;1;60
p08251603261;1;47
p08251603261;2;59
p08251603261;3;21
p09252900869;1;57
p08261406629;1;35
p08272505809;1;21
p08272505809;2;5
p07210200536;1;25
p09213001244;1;33
p09213001244;2;51
p09213001244;3;50
p09300711722;1;1
p09211401862;1;45
p09211401862;2;35
p09323103834;1;23
p09323103834;2;26
p09323103834;3;61
p07220602254;1;61
p09321203147;1;66
p09321203147;2;61
p09321203147;3;57
p09260505760;1;64
p09260505760;2;4
p09260505760;3;50
p08250705605;1;42
p09231408502;1;38
p09231408502;2;40
p09231408502;3;25
p07271211542;1;47
p09241903688;1;49
p09241903688;2;17
p09241903688;3;2
p09252101468;1;25
p09252101468;2;40
p08312604321;1;21
p09282803936;1;32
p09282803936;2;4
p09282803936;3;47
p08290108488;1;39
p09242205055;1;66
p09242205055;2;61
p09242205055;3;13
p07251602737;1;39
p08271207849;1;47
p08271207849;2;46
p09291602605;1;25
p09291602605;2;38
p08242302588;1;66
p09282107979;1;6
p09282107979;2;32
p09320300586;1;4
p09320300586;2;64
p07290707499;1;4
p07273103580;1;1
p08261303056;1;64
p08300900947;1;76
p08300900947;2;3
p09321707030;1;61
p09321707030;2;57
p09220901616;1;60
p09220901616;2;76
p09220901616;3;61
p09240604900;1;60
p09240604900;2;76
p09240604900;3;56
p08260108522;1;59
p09211908437;1;61
p09211908437;2;60
p09211908437;3;66
p08292507414;1;51
p08292507452;1;51
p08270308381;1;49
p08270308381;2;76
p08270308381;3;56
p09243005319;1;57
p09243005319;2;61
p09243005319;3;53
p09283101620;1;56
p09283101620;2;76
p09283101620;3;39
p08251102241;1;3
p08251102241;2;2
p08251102241;3;76
p09292704238;1;6
p09292704238;2;32
p06271100230;1;51
p07280501276;1;5
p07280501276;2;21
p09222106026;1;20
p09222106026;2;35
p09222106026;3;22
p09253000452;1;61
p09253000452;2;57
p09253000452;3;17
p09231504062;1;2
p09231504062;2;17
p09231504062;3;76
p09300105684;1;49
p09300105684;2;2
p09250700423;1;61
p09250700423;2;57
p09250700423;3;60
p08211001355;1;20
p09312902624;1;60
p09312902624;2;76
p09312902624;3;56
p08291801274;1;66
p09252004624;1;21
p09252004624;2;5
p09252004624;3;47
p07302300540;1;21
p07302300540;2;5
p07302300540;3;47
p08272905234;1;60
p08230600236;1;43
p08230600236;2;37
p08232602083;1;9
p08232602083;2;43
p08232602083;3;3
p08312900663;1;52
p06253012074;1;40
p08290700291;1;3
p07322708265;1;4
p07280202672;1;31
p07302001083;1;44
p08322906653;1;44
p07302700104;1;50
p08221401866;1;4
p09311309125;1;25
p09311309125;2;40
p09250801247;1;4
p09250801247;2;64
p07260501373;1;47
p08310503783;1;76
p08310503783;2;56
p08310503769;1;76
p08310503769;2;56
p09210503923;1;66
p09210503923;2;53
p09211706387;1;44
p09261808077;1;66
p09261808077;2;17
p09261808077;3;61
p08252704152;1;10
p08212700468;1;17
p08261002009;1;42
p09303005042;1;57
p08243008186;1;39
p07300801616;1;31
p09280700693;1;40
p09280700693;2;40
p09280700693;3;25
p07311800363;1;38
p09281805434;1;61
p09281805434;2;57
p07291912513;1;35
p09242103469;1;17
p09242103469;2;56
p09242103469;3;76
p09271507762;1;66
p09271507762;2;61
p09271507762;3;57
p09231606627;1;17
p09322907675;1;4
p09322907675;2;64
p09322907675;3;50
p08232602250;1;5
p08232602250;2;3
p09252010869;1;38
p09252010869;2;25
p09252010869;3;40
p09230305442;1;23
p09230305442;2;34
p09230305442;3;13
p08232803248;1;9
p09251110300;1;40
p09251110300;2;40
p09251110300;3;37
p08232003082;1;4
p08232003082;2;76
p09312103001;1;48
p09312103001;2;9
p09232700351;1;39
p09232700351;2;10
p09232700351;3;5
p06210501173;1;14
p09281705017;1;22
p09281705017;2;35
p08221305726;1;23
p08221305726;2;40
p08280101190;1;53
p08280101190;2;56
p08280101190;3;76
p07261900539;1;76
p07261900539;2;56
p08271500300;1;43
p08300310702;1;45
p08290110445;1;76
p08290110445;2;2
p08290110445;3;56
p07322202103;1;66
p09211503908;1;59
p09211503908;2;31
p09222504688;1;40
p09222504688;2;25
p09222504688;3;38
p09242202885;1;5
p09262704303;1;32
p09262704303;2;39
p09262704303;3;76
p06272102927;1;76
p09270904997;1;76
p09270904997;2;56
p09270904997;3;60
p06320803873;1;34
p09301402414;1;6
p09301402414;2;32
p08300900558;1;47
p07221000952;1;55
p07221000952;2;76
p08322901047;1;51
p07281300942;1;4
p09242309087;1;76
p09242309087;2;39
p09242309087;3;60
p09211402658;1;51
p09211402658;2;33
p09211402658;3;1
p08250506473;1;76
p08250506473;2;56
p08250506473;3;2
p09250603184;1;76
p09250603184;2;56
p09250603184;3;60
p08283002184;1;35
p09292506533;1;76
p09292506533;2;56
p09292506533;3;60
p07240900132;1;55
p09272301556;1;46
p09272301556;2;37
p09210300711;1;1
p09210300711;2;33
p09320302458;1;32
p09261003342;1;61
p09261003342;2;57
p09261003342;3;17
p08261201354;1;34
p07261501969;1;2
p09262200465;1;42
p08301002846;1;76
p09252505262;1;6
p09252505262;2;32
p09252505262;3;49
p07281300928;1;55
p07271902471;1;60
p09210205672;1;60
p09210205672;2;56
p09210205672;3;76
p09303005141;1;48
p09303005141;2;40
p09303005141;3;44
p09290600796;1;25
p09290600796;2;40
p09290600796;3;38
p08222002356;1;25
p08281309160;1;34
p07251108295;1;50
p09300405166;1;55
p09300405166;2;76
p09300405166;3;56
p07252907107;1;55
p09320805739;1;32
p09320805739;2;6
p07261301156;1;37
p08310501637;1;76
p08310501637;2;32
p08310501637;3;56
p09280407873;1;60
p09280407873;2;76
p09280407873;3;56
p08291108845;1;38
p08281807682;1;21
p08281807682;2;51
p09262302846;1;76
p09262302846;2;55
p09262302846;3;2
p09262609813;1;4
p09262609813;2;64
p07252804060;1;6
p08300606775;1;49
p08300606775;2;49
p07280202658;1;25
p09290210531;1;39
p09290210531;2;5
p09290210531;3;10
p09311103354;1;14
p09261002938;1;66
p06281300396;1;55
p07262303140;1;56
p07262303140;2;39
p07262303140;3;76
p09231502787;1;48
p09231502787;2;40
p09231502787;3;44
p07272900157;1;6
p08290605473;1;4
p09280201330;1;76
p09280201330;2;60
p09280201330;3;3
p08291900980;1;44
p09280308549;1;2
p09280308549;2;17
p08282400686;1;76
p08282400686;2;56
p07220308372;1;61
p08273105282;1;14
p09231006762;1;56
p09231006762;2;60
p09231006762;3;76
p09271708866;1;40
p09271708866;2;40
p09271708866;3;25
p09313005289;1;25
p09313005289;2;40
p09313005289;3;38
p08241302718;1;76
p08241302718;2;56
p08241302718;3;2
p06312004738;1;55
p09210503831;1;55
p09210503831;2;61
p09210503831;3;53
p09262300431;1;2
p09262300431;2;17
p07241001245;1;61
p09243005234;1;31
p09243005234;2;59
p06252411164;1;49
p09301702521;1;10
p09301702521;2;21
p09301702521;3;39
p09230104492;1;2
p09230104492;2;17
p09270410571;1;48
p09300911351;1;39
p09300911351;2;21
p09300911351;3;3
p09321103560;1;76
p09321103560;2;56
p09321103560;3;60
p09270603797;1;23
p09270603797;2;20
p09270603797;3;17
p09231304365;1;39
p09231304365;2;76
p09231304365;3;32
p08271700762;1;6
p09300704845;1;57
p09300704845;2;66
p09300704845;3;61
p08270903395;1;76
p08270903395;2;56
p08270903470;1;76
p08270903470;2;56
p09220109052;1;42
p09292010740;1;20
p09292010740;2;17
p09292010740;3;49
p09282710458;1;76
p09282710458;2;66
p09282710458;3;57
p07271908385;1;40
p07271908385;2;48
p07271908385;3;9
p07251901096;1;57
p09221406714;1;48
p09221406714;2;44
p09221406714;3;25
p07291301425;1;49
p07291301425;2;43
p07291301425;3;48
p08292705560;1;55
p09210304173;1;51
p07262200690;1;46
p07262200690;2;43
p07262200690;3;64
p08271004804;1;46
p09292707224;1;6
p09292707224;2;32
p09220201105;1;42
p07300301529;1;43
p07282301904;1;31
p07230601346;1;2
p09231604366;1;51
p09231604366;2;33
p09291308686;1;1
p09282505524;1;48
p09282505524;2;47
p09282505524;3;38
p07250300278;1;55
p07250300278;2;56
p07250300278;3;76
p09301604281;1;13
p09301604281;2;52
p09301604281;3;40
p09241107396;1;21
p09241107396;2;66
p09241107396;3;10
p09290306166;1;59
p09290306166;2;31
p09310705397;1;56
p09310705397;2;60
p09310705397;3;76
p08312304429;1;17
p09252203191;1;60
p09252203191;2;76
p09252203191;3;56
p08211802512;1;2
p08211802512;2;49
p09280706224;1;13
p09280706224;2;3
p09280706224;3;76
p09322302128;1;44
p09322302128;2;48
p09221709237;1;53
p09221709237;2;61
p09221709237;3;2
p08300101881;1;50
p07222804340;1;50
p08272703627;1;76
p08272703627;2;5
p08272703627;3;56
p09221801410;1;32
p09221801410;2;76
p09221801410;3;21
p09230900777;1;57
p09230900777;2;61
p08242103776;1;31
p08251502454;1;56
p08251502454;2;76
p09262304442;1;50
p09262304442;2;25
p09262304442;3;47
p09221007069;1;3
p09221007069;2;39
p09221007069;3;5
p07213100352;1;26
p09321201022;1;6
p09321201022;2;32
p09212504694;1;25
p09212504694;2;38
p09212504694;3;43
p09291200827;1;25
p09291200827;2;40
p09291200827;3;38
p07310701993;1;25
p07242207220;1;25
p09230102452;1;39
p09230102452;2;5
p09230102452;3;10
p09230706618;1;61
p09230706618;2;17
p09230706618;3;57
p08230105212;1;2
p08230105212;2;23
p08230105212;3;53
p07270900838;1;23
p09262803873;1;49
p09262803873;2;6
p08281903982;1;40
p08281903982;2;40
p08281903982;3;43
p09322705358;1;23
p09322705358;2;35
p09322705358;3;17
p07271900943;1;48
p09291101531;1;20
p09291101531;2;13
p08251710770;1;66
p09222605372;1;39
p09222605372;2;21
p09222605372;3;37
p09220709603;1;23
p09220709603;2;34
p09220709603;3;13
p08270207536;1;53
p09260706222;1;46
p09260706222;2;64
p09260706222;3;40
p09210107158;1;6
p09210107158;2;32
p06242302478;1;21
p09250202482;1;35
p09250202482;2;22
p09250202482;3;23
p09250202567;1;35
p09250202567;2;22
p09250202567;3;23
p09291801141;1;22
p09291801141;2;35
p09291801141;3;23
p06262204017;1;76
p06262204017;2;56
p07222101065;1;56
p07222101065;2;76
p07222101065;3;55
p09322909004;1;39
p09322909004;2;56
p09322909004;3;3
p08270302897;1;33
p09251704952;1;51
p09251704952;2;33
p09312703645;1;9
p07230401311;1;31
p09310408207;1;25
p09310408207;2;37
p09310408207;3;40
p08211408374;1;3
p08211408374;2;76
p08211408374;3;32
p09291200605;1;42
p06283103928;1;60
p09302007748;1;21
p09302007748;2;39
p09302007748;3;61
p09281108889;1;51
p09281108889;2;33
p09281108889;3;25
p09231402742;1;76
p09231402742;2;56
p09231402742;3;60
p07231903614;1;76
p08242602671;1;46
p08242602671;2;47
p08290507812;1;76
p08290507812;2;56
p09240803699;1;34
p09300509723;1;64
p09300509723;2;4
p09273102866;1;20
p09273102866;2;23
p09273102866;3;26
p07281100948;1;1
p09291901773;1;4
p09291901773;2;64
p09291901773;3;4
p09282406375;1;55
p09282406375;2;2
p09283101569;1;76
p09283101569;2;60
p09283101569;3;56
p09210507477;1;60
p09210507477;2;76
p09210507477;3;56
p09291900550;1;49
p09291900550;2;66
p09291900550;3;32
p09290504113;1;66
p09290504113;2;61
p09290504113;3;57
p09232400275;1;37
p09232400275;2;43
p09232400275;3;46
p09231606665;1;9
p09270603698;1;66
p09270603698;2;2
p09270603698;3;35
p09271100668;1;23
p09271100668;2;26
p09271100668;3;22
p09230701774;1;31
p09230701774;2;37
p09230701774;3;76
p07322202127;1;2
p08221305153;1;49
p09312505773;1;64
p09312505773;2;46
p09212302247;1;4
p09212302247;2;64
p09212302247;3;26
p06272503315;1;34
p09320706559;1;42
p06270706390;1;52
p09310906040;1;33
p09310906040;2;51
p09241101604;1;10
p09241101604;2;56
p09241101604;3;39
p09312107258;1;31
p09312107258;2;59
p09250611468;1;40
p09250611468;2;25
p09250611468;3;38
p09220701131;1;2
p09220701131;2;17
p09220701131;3;61
p09321501160;1;37
p09321501160;2;43
p09321501160;3;52
p09220400368;1;60
p09220400368;2;2
p09220400368;3;76
p08252601381;1;2
p08251412405;1;49
p09212501615;1;26
p09212501615;2;2
p09212501615;3;23
p08312007797;1;43
p08312007797;2;40
p07240602836;1;1
p06290906235;1;60
p08272109058;1;45
p07301703092;1;55
p09281706278;1;61
p09281706278;2;76
p06323103192;1;22
p08281413737;1;23
p08281413737;2;20
p08281413737;3;2
p09310508167;1;32
p09310508167;2;6
p09310508570;1;32
p09310508570;2;6
p07212900229;1;33
p09280700716;1;57
p09280700716;2;17
p09280700716;3;76
p07313000211;1;49
p07231509995;1;14
p09320505837;1;47
p09320505837;2;50
p09320505837;3;46
p09271202056;1;61
p09271202056;2;57
p09271202056;3;22
p08210201831;1;76
p08210201831;2;56
p08210201831;3;2
p09322504650;1;76
p09322504650;2;56
p09322504650;3;2
p09231501144;1;60
p09231501144;2;76
p09231501144;3;56
p08242811912;1;32
p08242811912;2;53
p09211002896;1;26
p09211002896;2;23
p09211002896;3;20
p06240901082;1;48
p08290606115;1;3
p09292311766;1;66
p09292311766;2;57
p09300502979;1;60
p09300502979;2;56
p09300502979;3;32
p07230203074;1;76
p07230203074;2;39
p09312003684;1;25
p09312003684;2;37
p09312003684;3;40
p07260601011;1;47
p09311103507;1;56
p09311103507;2;76
p09311103507;3;60
p09261108078;1;61
p09222412170;1;5
p09222412170;2;10
p09222412170;3;3
p09301806188;1;23
p09310600579;1;2
p09310600579;2;17
p09260804326;1;34
p09242105058;1;40
p09242105058;2;40
p09242105058;3;25
p09282003336;1;66
p09282003336;2;57
p09282003336;3;49
p07293007787;1;55
p09282804012;1;55
p09282804012;2;42
p08270806995;1;5
p08270806995;2;21
p08270806995;3;3
p09281300960;1;2
p09281300960;2;66
p09281300960;3;57
p09230801252;1;66
p09230801252;2;57
p09230801252;3;61
p09302801274;1;64
p09302801274;2;4
p09302801274;3;46
p09221401955;1;3
p09221401955;2;61
p09221401955;3;57
p09240600180;1;76
p09240600180;2;56
p09240600180;3;39
p09321600661;1;26
p09321600661;2;23
p09321600661;3;22
p08310405443;1;35
p08320602025;1;59
p08320602025;2;21
p09221408679;1;64
p09221408679;2;50
p09241408183;1;23
p09241408183;2;20
p09241408183;3;66
p09290402404;1;40
p09290402404;2;64
p09290402404;3;25
p09252506782;1;53
p09252506782;2;66
p09323004753;1;53
p09322103828;1;61
p09322103828;2;21
p09322103828;3;60
p09251007321;1;37
p09251007321;2;46
p09251007321;3;40
p07231803570;1;76
p07231803570;2;56
p07300602095;1;46
p07300602095;2;43
p09220402827;1;44
p09220402827;2;38
p09220402827;3;48
p09263013510;1;1
p08232101964;1;76
p08232101964;2;2
p07280403950;1;17
p06210509508;1;34
p09271500741;1;33
p09271500741;2;51
p09210900942;1;49
p09210900942;2;32
p07320107998;1;5
p07320107998;2;39
p07320107998;3;3
p07281701828;1;50
p07281701828;2;64
p07281701828;3;4
p09242806102;1;25
p09242806102;2;38
p09242806102;3;40
p09320104395;1;23
p09320104395;2;61
p09232802077;1;50
p09232802077;2;48
p09232802077;3;46
p09291408744;1;33
p09291408744;2;51
p09262506578;1;64
p09262506578;2;4
p09231404362;1;33
p09230807197;1;76
p09230807197;2;39
p09230807197;3;10
p09210809081;1;31
p09210809081;2;76
p09210809081;3;2
p09231801671;1;20
p09311906698;1;39
p09311906698;2;9
p09302204886;1;3
p09302204886;2;39
p09261604109;1;57
p09261604109;2;17
p09261604109;3;61
p08291900942;1;14
p07260204658;1;76
p09271706437;1;76
p09271706437;2;60
p09271706437;3;56
p08321304346;1;66
p09252710516;1;5
p09252710516;2;10
p09252502825;1;61
p09252502825;2;17
p09252502825;3;57
p09220504048;1;5
p09220504048;2;10
p09220504048;3;39
p09232804215;1;64
p09232804215;2;50
p09232804215;3;47
p09323004715;1;3
p09323004715;2;10
p09312003851;1;25
p09312003851;2;38
p09312003851;3;40
p09270503448;1;56
p09270503448;2;60
p09270503448;3;76
p06261705397;1;34
p08241106145;1;3
p08241106145;2;4
p08241106145;3;9
p09251705014;1;25
p09251705014;2;38
p09251705014;3;40
p08291605076;1;40
p06321606765;1;48
p08260211617;1;23
p08260211617;2;76
p08260211617;3;3
p08260201232;1;23
p08260201232;2;76
p08260201232;3;3
p09230901044;1;60
p09230901044;2;56
p09230901044;3;76
p09211702536;1;60
p09211702536;2;56
p09211702536;3;76
p07220702183;1;21
p07231300411;1;25
p09320201030;1;61
p09320201030;2;57
p09320201030;3;66
p09253000476;1;26
p09270103068;1;26
p09270103068;2;23
p09270103068;3;17
p09312902662;1;39
p09312902662;2;5
p09300108526;1;61
p09300108526;2;57
p09300108526;3;49
p08321505372;1;3
p08321505372;2;21
p08321505372;3;59
p09211601408;1;64
p09211601408;2;4
p09211100327;1;10
p08300903285;1;1
p07280800689;1;17
p09212900377;1;17
p09212900377;2;2
p09212900377;3;66
p08250807079;1;76
p08250807079;2;56
p08250807079;3;21
p09322504612;1;33
p09322504612;2;1
p09211404100;1;56
p09211404100;2;60
p09211404100;3;32
p08303004822;1;2
p09323004777;1;5
p09323004777;2;21
p09323004777;3;60
p08211103019;1;5
p08211103019;2;76
p08211103019;3;3
p07280302488;1;25
p06291603445;1;2
p09321706992;1;76
p09321706992;2;60
p09302201357;1;42
p09250110981;1;2
p09250110981;2;57
p09250110981;3;61
p08260102809;1;32
p08263002045;1;76
p09301002003;1;17
p09301002003;2;2
p08211502689;1;32
p08211502689;2;56
p08211502689;3;76
p06270201581;1;56
p08272304378;1;4
p09231904671;1;60
p09231904671;2;76
p09231904671;3;56
p08240703251;1;1
p09321307049;1;55
p09321307049;2;17
p09321307049;3;23
p07222001617;1;59
p08270207550;1;76
p08270207550;2;56
p09282608258;1;57
p09282608258;2;61
p09282608258;3;2
p08291103932;1;10
p07302902483;1;53
p09310807419;1;23
p09310807419;2;57
p09310807419;3;61
p07212900748;1;55
p07212900748;2;3
p07212900748;3;76
p09310302570;1;37
p09310302570;2;25
p07240603387;1;56
p07240603387;2;76
p07301000632;1;3
p07301000632;2;21
p07301000632;3;46
p09222703261;1;48
p09222703261;2;44
p09250301761;1;44
p09250301761;2;48
p08312010120;1;51
p09250109192;1;64
p09250109192;2;4
p07270501176;1;39
p07270501176;2;5
p07270501176;3;76
p09310202672;1;9
p09310202672;2;44
p09310202672;3;48
p09321207134;1;22
p09321207134;2;23
p09220204405;1;3
p09220204405;2;66
p09220204405;3;76
p09231404799;1;3
p09231404799;2;39
p09231404799;3;49
p09252509938;1;61
p09261003380;1;60
p09261003380;2;61
p09261003380;3;56
p09261002952;1;60
p09261002952;2;61
p09261002952;3;56
p09323004661;1;26
